,AFFGEOID,Zugeschnitten_area_full,Zugeschnitten_area_clipped,Anzahl_centers_in_counties
1265,0500000US27043,1871208003.305,1.871.208.003,0
1266,0500000US27071,,,0
1267,0500000US30067,,,0
1268,0500000US30095,4675667365.271,,0
1269,0500000US30101,,,0
1270,0500000US36107,1355688950.881,84.619.582,0
1271,0500000US36121,1546109954.575,1.546.109.955,0
1272,0500000US37121,577163869.594,577.163.870,0
1273,0500000US37141,2296512359.375,,0
1274,0500000US20193,,,0
1275,0500000US21017,757621717.825,757.621.718,0
1276,0500000US21021,475108677.65599996,475.108.678,0
1277,0500000US21041,356619474.835,356.619.475,0
1278,0500000US27081,1420954540.911,1.420.954.541,0
1279,0500000US27091,1891233841.84,1.278.900.169,0
1280,0500000US27095,1764832331.2289999,1.539.288.960,0
1281,0500000US27109,1696893462.3270001,243.188.642,0
1282,0500000US27125,1118801912.069,668.410.045,0
1283,0500000US31003,,,0
1284,0500000US31023,1532990348.151,1.496.076.408,0
1285,0500000US31029,,,0
1286,0500000US31031,,,0
1287,0500000US37001,1129141978.089,1.129.141.978,1
1288,0500000US37025,946708009.151,946.708.009,1
1289,0500000US21045,1158567083.6269999,285.425.699,0
1290,0500000US21075,,,0
1291,0500000US21083,,,0
1292,0500000US27133,1250978594.675,1.250.978.595,0
1293,0500000US27153,2535149059.593,1.337.369.660,0
1294,0500000US27157,1423742298.2779999,722.927.024,0
1295,0500000US28013,,,0
1296,0500000US31035,1488514110.764,304.467.647,0
1297,0500000US31037,1080435657.861,227.154.534,0
1298,0500000US31039,1490526327.984,1.214.498.227,0
1299,0500000US31041,6682814640.84,1.878.081.086,0
1300,0500000US37035,1082100755.262,1.082.100.755,0
1301,0500000US37097,1555615709.816,1.555.615.710,0
1302,0500000US21103,756201929.533,756.201.930,0
1303,0500000US21113,453525794.123,453.525.794,0
1304,0500000US21141,1448318319.9129999,1.448.318.320,0
1305,0500000US28023,1806565131.187,1.806.565.131,0
1306,0500000US28037,,,0
1307,0500000US28041,1873272545.424,1.859.758.337,0
1308,0500000US31047,2645406856.855,1.939.439.440,0
1309,0500000US31051,1252131120.402,1.252.131.120,0
1310,0500000US37169,1185125161.274,1.185.125.161,0
1311,0500000US37179,1663825461.417,1.663.825.461,0
1312,0500000US21137,874326995.69,814.896.309,0
1313,0500000US21171,863472183.4360001,618.014.245,0
1314,0500000US28047,1537722486.23,1.537.722.486,1
1315,0500000US28067,1823114329.55,1.823.114.330,0
1316,0500000US31053,1408531927.772,1.352.667.499,0
1317,0500000US31055,881266443.9260001,881.266.444,3
1318,0500000US37189,814656704.322,814.656.704,0
1319,0500000US38007,,,0
1320,0500000US38023,,,0
1321,0500000US21199,1759149827.071,15.623.753,0
1322,0500000US21213,614690300.731,614.690.301,0
1323,0500000US28071,1768206848.199,295.338.883,0
1324,0500000US28075,1862501860.56,1.862.501.861,1
1325,0500000US28085,1532901964.155,349.356.061,0
1326,0500000US31065,1871001116.461,280.536.333,0
1327,0500000US31071,,,0
1328,0500000US31081,1413557410.35,295.003.319,0
1329,0500000US38027,,,0
1330,0500000US38045,,,0
1331,0500000US38051,,,0
1332,0500000US21227,1423441116.3520002,1.423.441.116,1
1333,0500000US22003,1997314222.176,1.997.314.222,0
1334,0500000US22021,1408428590.072,1.408.428.590,0
1335,0500000US28091,1429844402.9629998,1.429.844.403,0
1336,0500000US28095,,,0
1337,0500000US28115,,,0
1338,0500000US31089,,,0
1339,0500000US31095,1494687273.3479998,703.647.154,0
1340,0500000US31109,2196478364.1270003,,2
1341,0500000US38061,,,0
1342,0500000US38065,1892232721.0670002,1.867.638.753,0
1343,0500000US22023,4274261425.859,,0
1344,0500000US22041,1655391193.556,1.608.517.578,0
1345,0500000US22051,1332943696.341,1.331.757.371,2
1346,0500000US22075,3110269593.084,1.927.145.683,0
1347,0500000US22095,1068897771.4189999,1.068.897.771,0
1348,0500000US22125,1110668700.788,1.110.668.701,0
1349,0500000US23021,,,0
1350,0500000US24009,617443027.74,617.443.028,0
1351,0500000US28129,1660311860.445,1.660.206.989,0
1352,0500000US28133,1840873720.995,1.817.844.014,0
1353,0500000US28153,2119747513.6829998,1.960.477.271,0
1354,0500000US28159,1588568202.766,412.320.721,0
1355,0500000US28161,,,0
1356,0500000US31119,,,0
1357,0500000US31123,,,0
1358,0500000US31133,1124482156.668,321.046.097,0
1359,0500000US31137,1402780495.204,1.402.780.495,0
1360,0500000US38089,,,0
1361,0500000US38095,,,0
1362,0500000US38101,,,0
1363,0500000US38103,,,0
1364,0500000US23011,2464621109.9370003,,0
1365,0500000US24019,1554903331.524,459.358.070,0
1366,0500000US25003,,,0
1367,0500000US25011,,,0
1368,0500000US25021,,,0
1369,0500000US29001,,,0
1370,0500000US29005,1427718567.5110002,405.912.084,0
1371,0500000US29009,2056567592.022,2.056.567.592,0
1372,0500000US31153,642332300.248,642.332.300,0
1373,0500000US31161,,,0
1374,0500000US31171,,,0
1375,0500000US39001,1521982030.799,155.037.372,0
1376,0500000US39007,1840446409.25,1.840.446.409,0
1377,0500000US39009,1320031531.3860002,1.320.031.531,0
1378,0500000US26017,1170854557.932,1.170.854.558,0
1379,0500000US26023,1347787108.8439999,1.347.133.546,0
1380,0500000US26027,1318831084.712,1.318.831.085,0
1381,0500000US29011,1550815424.83,1.550.815.425,0
1382,0500000US29017,1614592824.867,588.979.551,0
1383,0500000US29021,1076763985.01,1.076.763.985,1
1384,0500000US31177,1020424094.11,1.020.424.094,0
1385,0500000US32009,,,0
1386,0500000US32013,,,0
1387,0500000US39013,1405378422.486,360.557.443,0
1388,0500000US39017,1220200976.186,1.220.200.976,1
1389,0500000US39019,1035451199.892,1.035.451.200,0
1390,0500000US26037,1489576677.0870001,1.489.576.677,0
1391,0500000US26051,1336934447.785,1.336.526.895,0
1392,0500000US26061,,,0
1393,0500000US29035,,,0
1394,0500000US29047,1061290817.92,1.061.290.818,0
1395,0500000US29061,1477147489.5579998,1.028.024.800,0
1396,0500000US29067,2117775358.254,1.277.527.651,0
1397,0500000US32023,47285255978.546,1.045.689.274,0
1398,0500000US32510,408376388.636,408.376.389,0
1399,0500000US33003,2575089689.02,904.179.685,0
1400,0500000US39025,1193371849.648,1.193.371.850,0
1401,0500000US39053,1224014400.154,428.006.378,0
1402,0500000US39067,1066055956.73,1.041.073.002,0
1403,0500000US26065,1453816804.4420002,1.453.816.804,3
1404,0500000US26075,1876205653.331,1.876.205.653,0
1405,0500000US26079,,,0
1406,0500000US26095,,,0
1407,0500000US26119,,,0
1408,0500000US29077,1762085092.279,1.762.085.092,3
1409,0500000US29081,1885296448.57,272.741.472,0
1410,0500000US29085,1069995717.67,348.555.462,0
1411,0500000US33013,,,0
1412,0500000US34037,1388802289.476,351.814.921,0
1413,0500000US39073,1099969697.942,1.099.969.698,0
1414,0500000US39077,1283909062.32,1.283.909.062,0
1415,0500000US39083,1374646046.4020002,1.374.646.046,0
1416,0500000US39091,1211593297.207,1.211.593.297,0
1417,0500000US26131,,,0
1418,0500000US26133,1484994281.93,1.340.510.902,0
1419,0500000US26143,1502853157.897,517.742.141,0
1420,0500000US26149,1351179471.33,1.351.179.471,0
1421,0500000US29105,1995730679.714,887.120.606,0
1422,0500000US29109,1594616348.286,1.594.616.348,0
1423,0500000US29119,1402970001.0170002,1.402.970.001,0
1424,0500000US35003,,,0
1425,0500000US35037,,,0
1426,0500000US35047,12330483670.346,,0
1427,0500000US35057,8707628181.539,,0
1428,0500000US39097,1211545694.74,1.211.545.695,0
1429,0500000US39107,1228684548.995,1.228.684.549,0
1430,0500000US39121,1050406338.6810001,1.050.406.339,0
1431,0500000US39131,1152610459.093,53.263.188,0
1432,0500000US26155,1402383114.9929998,1.402.383.115,0
1433,0500000US26159,1616115014.678,1.616.115.015,0
1434,0500000US26165,1490433644.3,54.997,0
1435,0500000US27001,5164191019.177,403.139.995,0
1436,0500000US29125,1376932158.1479998,68.211.752,0
1437,0500000US29133,1115212496.7410002,34.627.399,0
1438,0500000US29149,,,0
1439,0500000US35061,2777558386.044,,0
1440,0500000US36033,,,0
1441,0500000US36051,1660125157.4429998,751.979.323,0
1442,0500000US36057,,,0
1443,0500000US36067,,,0
1444,0500000US39135,1107196654.917,1.107.196.655,0
1445,0500000US39155,1651803858.316,1.651.803.858,0
1446,0500000US39159,1133921250.061,1.133.921.250,0
1447,0500000US39163,1078032766.825,957.572.139,0
1448,0500000US20131,1867387193.27,927.808.950,0
1449,0500000US40017,2355674675.551,,0
1450,0500000US46089,,,0
1451,0500000US46097,1481793367.12,992.153.617,0
1452,0500000US46099,2109006041.599,2.109.006.042,1
1453,0500000US46107,,,0
1454,0500000US48365,2140098430.804,2.140.098.431,0
1455,0500000US48385,,,0
1456,0500000US48399,2754125289.9740005,,0
1457,0500000US48423,2473824193.061,,1
1458,0500000US55015,1028876728.625,1.028.876.729,0
1459,0500000US55021,2062702500.1320002,2.062.702.500,0
1460,0500000US55025,3208191264.215,,2
1461,0500000US40021,2019373356.606,2.019.373.357,0
1462,0500000US40031,2820163426.081,,1
1463,0500000US40035,1983011024.321,1.899.814.690,0
1464,0500000US46109,,,0
1465,0500000US46111,,,0
1466,0500000US46121,,,0
1467,0500000US48441,2394495882.133,,1
1468,0500000US48451,4015982694.0759997,,1
1469,0500000US48481,2854113081.8320003,,0
1470,0500000US48485,1647036460.935,1.647.036.461,1
1471,0500000US55039,1984742050.3879998,1.984.742.050,1
1472,0500000US55059,721243619.916,721.243.620,1
1473,0500000US55067,2299017126.7720003,2.114.768.265,0
1474,0500000US40041,2060180836.1239998,2.053.182.668,0
1475,0500000US40045,,,0
1476,0500000US46125,1600847789.967,1.600.847.790,0
1477,0500000US47039,897372479.462,897.372.479,0
1478,0500000US48489,1653213587.576,1.653.213.588,0
1479,0500000US48497,2402587212.997,,0
1480,0500000US48507,3395916614.112,1.904.007.747,0
1481,0500000US55073,4082787751.794,,1
1482,0500000US55077,1203420413.296,1.203.420.413,0
1483,0500000US55085,3201544896.629,796.486.784,0
1484,0500000US55089,609270822.258,609.270.822,0
1485,0500000US40069,,,0
1486,0500000US40093,,,0
1487,0500000US40103,1930708597.804,1.930.708.598,0
1488,0500000US47043,1277990777.649,1.277.990.778,0
1489,0500000US49009,,,0
1490,0500000US49021,8577376930.282,,1
1491,0500000US49027,,,0
1492,0500000US50009,,,0
1493,0500000US55105,1882673694.954,1.882.673.695,2
1494,0500000US55119,2549850727.348,,0
1495,0500000US55123,2115993878.314,2.115.993.878,0
1496,0500000US40107,1635981093.071,856.451.871,0
1497,0500000US40121,,,0
1498,0500000US47087,830997436.15,190.757.758,0
1499,0500000US47101,734733475.4330001,341.415.623,0
1500,0500000US50019,,,0
1501,0500000US50025,,,0
1502,0500000US55127,1494866326.579,1.494.866.327,0
1503,0500000US56001,11177035310.365,,1
1504,0500000US72079,,,0
1505,0500000US40127,,,0
1506,0500000US40131,1850144643.33,1.850.144.643,0
1507,0500000US47115,1333017167.404,1.333.017.167,0
1508,0500000US47125,1413832479.495,1.413.832.479,1
1509,0500000US51011,871401565.829,871.401.566,0
1510,0500000US51025,1480368554.217,1.273.067.019,0
1511,0500000US51153,890866566.786,890.866.567,0
1512,0500000US51181,736382941.633,736.382.942,0
1513,0500000US72011,,,0
1514,0500000US72013,,,0
1515,0500000US40151,,,0
1516,0500000US41011,4217634391.948,4.113.333,0
1517,0500000US47139,1151068112.212,903.722.721,0
1518,0500000US47153,692247682.33,692.247.682,0
1519,0500000US51043,462615530.131,462.615.530,0
1520,0500000US51049,779167882.585,695.016.709,0
1521,0500000US72045,,,0
1522,0500000US72047,,,0
1523,0500000US72051,,,0
1524,0500000US41025,,,0
1525,0500000US41027,1381414379.8960001,1.288.441.879,0
1526,0500000US41049,5300971021.079,1.456.747.861,0
1527,0500000US47169,303402238.699,303.402.239,0
1528,0500000US47177,1128759958.267,1.128.759.958,0
1529,0500000US48017,2153707446.515,50.349.276,0
1530,0500000US51075,751919683.03,751.919.683,0
1531,0500000US56005,12456624041.473,40.195.199,0
1532,0500000US56015,5788629592.91,1.214.067.794,0
1533,0500000US56019,10816152622.853,316.501.782,0
1534,0500000US41059,8366534548.165,,0
1535,0500000US42001,1354026793.235,1.354.026.793,0
1536,0500000US48045,2346651035.072,286.903.222,0
1537,0500000US48049,2493332655.554,162.906.240,0
1538,0500000US48069,2339856949.912,1.020.428.311,0
1539,0500000US48093,,,0
1540,0500000US51079,406778093.21599996,406.778.093,0
1541,0500000US72017,,,0
1542,0500000US72019,,,0
1543,0500000US42011,2247605111.976,,1
1544,0500000US42019,2062610194.304,2.062.610.194,0
1545,0500000US42053,1116064595.613,51.246.000,0
1546,0500000US48097,2339722866.9639997,,0
1547,0500000US48107,2346936177.913,,0
1548,0500000US51135,821435269.5619999,821.435.270,0
1549,0500000US51197,,,0
1550,0500000US72057,,,0
1551,0500000US72059,,,0
1552,0500000US42073,941242861.661,941.242.862,0
1553,0500000US42083,,,0
1554,0500000US42105,2806033420.544,118.131.663,0
1555,0500000US42115,2158357210.23,,0
1556,0500000US42121,1771487319.536,1.274.992.341,0
1557,0500000US48113,2366408796.469,,11
1558,0500000US48127,3482937342.477,1.842.969.171,0
1559,0500000US48131,4686118003.790999,702.692.299,0
1560,0500000US48143,2838871355.995,673.441.836,0
1561,0500000US51540,26590166.118,26.590.166,0
1562,0500000US51570,20283818.734,20.283.819,0
1563,0500000US51610,5311839.36,5.311.839,0
1564,0500000US51630,27303457.904,7.804.384,0
1565,0500000US51685,6536614.384,6.536.614,0
1566,0500000US56041,5416848908.458,350.575.150,0
1567,0500000US56045,,,0
1568,0500000US60030,,,0
1569,0500000US60040,,,0
1570,0500000US69120,,,0
1571,0500000US72001,,,0
1572,0500000US44001,,,0
1573,0500000US45001,1330401459.756,1.330.401.460,0
1574,0500000US48145,2016499683.6220002,2.016.499.684,0
1575,0500000US48149,2502720670.257,995.475.667,0
1576,0500000US48161,2323824164.888,275.085.666,0
1577,0500000US48163,2958863376.8970003,1.630.389.848,0
1578,0500000US48165,3913972807.7640004,98.829.127,0
1579,0500000US48179,2417525468.15,164.214.943,0
1580,0500000US51720,19535870.314,19.535.870,0
1581,0500000US51740,102182563.906,102.182.564,2
1582,0500000US51790,51835681.006000005,51.835.681,0
1583,0500000US51810,797327023.1060001,797.327.023,1
1584,0500000US72021,,,0
1585,0500000US72025,,,0
1586,0500000US72033,,,0
1587,0500000US45039,1847480227.726,1.847.480.228,0
1588,0500000US48183,718304089.41,718.304.089,1
1589,0500000US48189,2615209054.243,,0
1590,0500000US48221,1138084045.111,1.138.084.045,0
1591,0500000US48227,,,0
1592,0500000US51830,23640324.358000003,23.640.324,0
1593,0500000US53013,2261052617.1070004,1.529.760.062,0
1594,0500000US53029,548586734.847,548.586.735,0
1595,0500000US53035,1123384488.415,1.123.384.488,0
1596,0500000US53041,6305468105.381,,0
1597,0500000US53051,3685758401.1270003,1.427.415.352,0
1598,0500000US72061,,,0
1599,0500000US72065,,,0
1600,0500000US45081,1202023010.681,1.202.023.011,0
1601,0500000US46005,,,0
1602,0500000US46011,2085428957.8479998,2.085.428.958,1
1603,0500000US48231,2296564287.592,,0
1604,0500000US48251,1913257719.637,1.913.257.720,0
1605,0500000US53059,4364833381.811,,0
1606,0500000US54011,,,0
1607,0500000US54015,,,0
1608,0500000US72005,,,0
1609,0500000US72007,,,0
1610,0500000US46015,,,0
1611,0500000US46035,,,0
1612,0500000US46039,1648568969.947,1.648.568.970,0
1613,0500000US46049,,,0
1614,0500000US48275,,,0
1615,0500000US48279,2648971531.8770003,1.838.594.765,0
1616,0500000US48285,2531448756.538,2.091.933.529,0
1617,0500000US48303,2345100537.189,,3
1618,0500000US54049,808829638.116,808.829.638,0
1619,0500000US54073,349406137.421,349.406.137,0
1620,0500000US72035,,,0
1621,0500000US72041,,,0
1622,0500000US46059,,,0
1623,0500000US46063,,,0
1624,0500000US46073,,,0
1625,0500000US46077,2237782761.652,1.953.962.952,0
1626,0500000US46087,1494866631.465,1.494.866.631,0
1627,0500000US48309,2762733992.04,,1
1628,0500000US48337,2443247230.324,,0
1629,0500000US48355,2275437658.87,,2
1630,0500000US54097,921333491.622,921.333.492,0
1631,0500000US54101,1445058553.3470001,393.801.062,0
1632,0500000US55005,2303807028.561,1.123.653.467,0
1633,0500000US72069,,,0
1634,0500000US72077,,,0
1635,0500000US13047,422779742.55300003,422.779.743,0
1636,0500000US20051,,,0
1637,0500000US20059,1499133113.534,1.499.133.114,0
1638,0500000US20065,,,0
1639,0500000US20069,,,0
1640,0500000US23009,,,0
1641,0500000US23019,,,0
1642,0500000US24015,978097917.4389999,978.097.917,0
1643,0500000US24025,1172150481.353,1.172.150.481,0
1644,0500000US24035,1026016175.382,1.026.016.175,0
1645,0500000US25001,,,0
1646,0500000US25009,,,0
1647,0500000US13167,798569440.695,142.250.937,0
1648,0500000US13175,2131832832.05,1.273.476.569,0
1649,0500000US05065,,,0
1650,0500000US05071,1776053079.785,765.289.299,0
1651,0500000US20117,2349260099.094,1.778.959.426,0
1652,0500000US20123,,,0
1653,0500000US20127,1825732121.268,1.825.732.121,0
1654,0500000US20129,,,0
1655,0500000US20137,,,0
1656,0500000US25013,,,0
1657,0500000US26001,,,0
1658,0500000US72083,,,0
1659,0500000US72087,,,0
1660,0500000US05079,1489394993.691,277.493.205,0
1661,0500000US05083,1903268609.37,1.531.288.770,0
1662,0500000US20139,1869775579.845,1.869.775.580,0
1663,0500000US20147,,,0
1664,0500000US20151,,,0
1665,0500000US20157,,,0
1666,0500000US20163,,,0
1667,0500000US26005,2184755087.7,,0
1668,0500000US26009,,,0
1669,0500000US72089,,,0
1670,0500000US72093,,,0
1671,0500000US72099,,,0
1672,0500000US05089,,,0
1673,0500000US05123,1671793361.6660001,1.004.920.021,0
1674,0500000US20167,,,0
1675,0500000US20173,2622350604.537,,2
1676,0500000US20177,1443386514.179,1.443.386.514,1
1677,0500000US20181,,,0
1678,0500000US26011,963448678.876,852.361.180,0
1679,0500000US26015,1496236324.035,1.496.236.324,0
1680,0500000US72101,,,0
1681,0500000US72103,,,0
1682,0500000US72105,,,0
1683,0500000US05127,2336654245.648,,0
1684,0500000US05137,1585284499.9429998,179.918.509,0
1685,0500000US20185,,,0
1686,0500000US20191,3079774493.461,,0
1687,0500000US20201,2332698463.19,1.195.990.239,0
1688,0500000US20205,,,0
1689,0500000US26021,1505749647.418,1.505.749.647,0
1690,0500000US26025,1863040452.9529998,1.863.040.453,0
1691,0500000US26035,1490551019.27,1.490.551.019,0
1692,0500000US26039,,,0
1693,0500000US72111,,,0
1694,0500000US72121,,,0
1695,0500000US05141,1883913782.279,1.875.607.029,0
1696,0500000US06049,,,0
1697,0500000US06087,,,0
1698,0500000US06103,,,0
1699,0500000US06111,4834130192.021,,0
1700,0500000US08009,,,0
1701,0500000US08011,,,0
1702,0500000US20209,405424825.96300006,405.424.826,0
1703,0500000US21001,,,0
1704,0500000US21015,667047048.6869999,667.047.049,0
1705,0500000US26043,2009800889.248,1.310.205.176,0
1706,0500000US26049,1683982463.93,1.683.982.464,4
1707,0500000US26059,1574241676.6420002,1.172.979.071,0
1708,0500000US72123,,,0
1709,0500000US72131,,,0
1710,0500000US08014,87168878.896,87.168.879,0
1711,0500000US08017,,,0
1712,0500000US08041,5532435592.886999,,3
1713,0500000US21019,,,0
1714,0500000US21039,,,0
1715,0500000US26067,1503659556.1929998,1.503.659.556,0
1716,0500000US26073,1497154070.4870002,1.497.154.070,1
1717,0500000US26081,2260364849.362,,3
1718,0500000US26087,1718219832.6079998,1.718.219.833,0
1719,0500000US72133,,,0
1720,0500000US72135,,,0
1721,0500000US72137,,,0
1722,0500000US08047,390113419.076,390.113.419,0
1723,0500000US08061,,,0
1724,0500000US08075,,,0
1725,0500000US21047,1881856330.526,1.881.856.331,0
1726,0500000US21053,,,0
1727,0500000US26091,1974489332.0170002,1.974.489.332,0
1728,0500000US26093,1518095958.6160002,1.518.095.959,0
1729,0500000US26101,,,0
1730,0500000US26117,1868330982.8579998,1.868.330.983,0
1731,0500000US72149,,,0
1732,0500000US72153,,,0
1733,0500000US08081,,,0
1734,0500000US08085,5825578517.806999,1.869.204.346,0
1735,0500000US08089,3301823254.726,866.111.099,0
1736,0500000US08099,,,0
1737,0500000US21077,271883803.434,271.883.803,0
1738,0500000US21081,677423308.589,677.423.309,0
1739,0500000US26121,1367034194.962,1.367.034.195,1
1740,0500000US27007,,,0
1741,0500000US13055,816022144.266,816.022.144,0
1742,0500000US01053,2483031512.959,1.675.966.431,0
1743,0500000US01057,1638557744.1139998,1.595.956.459,0
1744,0500000US08103,8364635469.266,844.712.533,0
1745,0500000US08109,,,0
1746,0500000US08119,1451655743.029,1.451.655.743,0
1747,0500000US09003,,,0
1748,0500000US12001,2526663389.992,,2
1749,0500000US21087,750287861.3410001,145.130.700,0
1750,0500000US21105,,,0
1751,0500000US21129,548954968.349,196.945.885,0
1752,0500000US13057,1130674121.7189999,1.130.674.122,0
1753,0500000US13061,565980871.9219999,565.980.872,0
1754,0500000US01067,1481047092.664,1.481.047.093,0
1755,0500000US01077,1872858966.286,1.872.858.966,1
1756,0500000US09015,,,0
1757,0500000US12011,3199379042.378,,3
1758,0500000US21143,667503029.123,379.931.569,0
1759,0500000US21149,665868023.606,665.868.024,0
1760,0500000US21169,757047897.5569999,572.874.976,0
1761,0500000US13065,2148425898.538,2.142.727.350,0
1762,0500000US13071,1450373736.994,1.450.373.737,0
1763,0500000US01083,1580072823.394,1.580.072.823,0
1764,0500000US01111,1520645162.441,1.203.451.193,0
1765,0500000US01125,3519296183.691,,2
1766,0500000US12015,1949415285.3879998,1.949.415.285,0
1767,0500000US12021,5494155927.006,,0
1768,0500000US12027,1668496494.731,1.657.395.262,0
1769,0500000US21173,516838079.199,516.838.079,0
1770,0500000US21191,732295350.523,732.295.351,0
1771,0500000US13085,558094449.225,558.094.449,0
1772,0500000US13089,705933328.44,705.933.328,4
1773,0500000US13171,484149871.731,484.149.872,0
1774,0500000US02013,,,0
1775,0500000US02060,,,0
1776,0500000US02068,,,0
1777,0500000US02188,,,0
1778,0500000US02230,,,0
1779,0500000US02275,,,0
1780,0500000US12051,3106726363.133,,0
1781,0500000US12061,1409979633.256,1.409.979.633,0
1782,0500000US12063,2488296293.923,,0
1783,0500000US21201,260060508.58,260.060.509,0
1784,0500000US21207,,,0
1785,0500000US13091,1310659795.3339999,947.888.566,0
1786,0500000US13099,1345594536.7489998,1.345.594.537,0
1787,0500000US04003,16202489990.122,,0
1788,0500000US04017,,,0
1789,0500000US05023,1539723413.8739998,1.356.642.614,0
1790,0500000US12067,1428517212.185,613.490.463,0
1791,0500000US12081,2076905886.581,2.076.905.887,0
1792,0500000US21211,1001910894.895,1.001.910.895,0
1793,0500000US21219,980536081.3330001,980.536.081,0
1794,0500000US13101,1097358278.572,1.097.358.279,0
1795,0500000US13109,486747893.649,372.351.239,0
1796,0500000US05031,1853589603.5479999,1.853.589.604,1
1797,0500000US05037,1618807159.046,1.611.138.388,0
1798,0500000US05047,1612035711.404,1.612.035.711,0
1799,0500000US12099,5813459586.178,,3
1800,0500000US13011,608861197.929,608.861.198,0
1801,0500000US21225,944027675.78,944.027.676,0
1802,0500000US22049,1511462447.224,1.511.253.049,0
1803,0500000US13115,1349484386.609,1.251.919.952,0
1804,0500000US13129,931885385.9089999,931.885.386,0
1805,0500000US05051,1911982745.555,1.911.982.746,1
1806,0500000US05055,1506164867.053,1.506.164.867,0
